Date,CAD,CNY
1999-02-15,1.4918,8.2785
1999-02-16,1.4993,8.2786
1999-02-17,1.4973,8.2785
1999-02-18,1.4953,8.2783
1999-02-19,1.4885,8.2782
1999-02-22,1.4875,8.2783
1999-02-23,1.4975,8.2782
1999-02-24,1.5015,8.278
1999-02-25,1.498,8.278
1999-02-26,1.5095,8.278
1999-03-01,1.5096,8.278
1999-03-02,1.5268,8.2779
1999-03-03,1.5218,8.2778
1999-03-04,1.528,8.2777
1999-03-05,1.519,8.2777
1999-03-08,1.5159,8.2774
1999-03-09,1.5124,8.2776
1999-03-10,1.5135,8.2777
1999-03-11,1.5248,8.2778
1999-03-12,1.524,8.2776
1999-03-15,1.5264,8.2778
1999-03-16,1.5288,8.2779
1999-03-17,1.5244,8.2778
1999-03-18,1.5194,8.2782
1999-03-19,1.5145,8.2778
1999-03-22,1.5131,8.2777
1999-03-23,1.5056,8.2776
1999-03-24,1.5073,8.2778
1999-03-25,1.51,8.2776
1999-03-26,1.5138,8.278
1999-03-29,1.5146,8.277
1999-03-30,1.5143,8.279
1999-03-31,1.5106,8.2778
1999-04-01,1.5069,8.2777
1999-04-02,1.496,8.2777
1999-04-05,1.498,8.2777
1999-04-06,1.5025,8.2776
1999-04-07,1.504,8.2776
1999-04-08,1.4972,8.2776
1999-04-09,1.5003,8.2776
1999-04-12,1.4998,8.2778
1999-04-13,1.4912,8.2778
1999-04-14,1.4907,8.2779
1999-04-15,1.4961,8.2779
1999-04-16,1.4785,8.2777
1999-04-19,1.4804,8.2777
1999-04-20,1.4863,8.2778
1999-04-21,1.4922,8.2777
1999-04-22,1.4881,8.2779
1999-04-23,1.4754,8.2778
1999-04-26,1.4765,8.2782
1999-04-27,1.4789,8.2782
1999-04-28,1.4762,8.278
1999-04-29,1.4718,8.2779
1999-04-30,1.4565,8.2775
1999-05-03,1.4571,8.2775
1999-05-04,1.4535,8.2773
1999-05-05,1.4572,8.2775
1999-05-06,1.4537,8.2775
1999-05-07,1.4575,8.2775
1999-05-10,1.4599,8.2775
1999-05-11,1.4582,8.2778
1999-05-12,1.455,8.2775
1999-05-13,1.4609,8.2777
1999-05-14,1.4644,8.2777
1999-05-17,1.4657,8.2779
1999-05-18,1.4597,8.2782
1999-05-19,1.4691,8.2781
1999-05-20,1.4663,8.2784
1999-05-21,1.4609,8.2783
1999-05-24,1.4613,8.2782
1999-05-25,1.4574,8.2786
1999-05-26,1.4646,8.2787
1999-05-27,1.4687,8.2789
1999-05-28,1.4725,8.2789
1999-05-31,1.4745,8.2793
1999-06-01,1.4779,8.2795
1999-06-02,1.4857,8.2795
1999-06-03,1.4787,8.28
1999-06-04,1.4698,8.2796
1999-06-07,1.4689,8.2797
1999-06-08,1.4672,8.2795
1999-06-09,1.4735,8.2794
1999-06-10,1.4717,8.279
1999-06-11,1.4619,8.279
1999-06-14,1.4597,8.2788
1999-06-15,1.4634,8.2787
1999-06-16,1.4647,8.2791
1999-06-17,1.4601,8.2789
1999-06-18,1.4644,8.2787
1999-06-21,1.4629,8.2784
1999-06-22,1.4729,8.278
1999-06-23,1.4683,8.2778
1999-06-24,1.4688,8.2778
1999-06-25,1.466,8.2778
1999-06-28,1.4651,8.2775
1999-06-29,1.4719,8.2775
1999-06-30,1.4753,8.2776
1999-07-01,1.4691,8.2774
1999-07-02,1.4628,8.2775
1999-07-05,1.4645,8.2776
1999-07-06,1.4646,8.2776
1999-07-07,1.4706,8.2776
1999-07-08,1.4708,8.2776
1999-07-09,1.4721,8.2784
1999-07-12,1.4745,8.2787
1999-07-13,1.4797,8.2787
1999-07-14,1.4826,8.2787
1999-07-15,1.4813,8.2787
1999-07-16,1.4828,8.2787
1999-07-19,1.4871,8.2787
1999-07-20,1.4945,8.278
1999-07-21,1.4951,8.2787
1999-07-22,1.5036,8.2791
1999-07-23,1.5062,8.2789
1999-07-26,1.5137,8.2792
1999-07-27,1.5091,8.2789
1999-07-28,1.5131,8.2789
1999-07-29,1.5089,8.2783
1999-07-30,1.5066,8.2784
1999-08-02,1.5095,8.2786
1999-08-03,1.4995,8.2791
1999-08-04,1.4951,8.2788
1999-08-05,1.4952,8.2789
1999-08-06,1.5039,8.2789
1999-08-09,1.5016,8.2789
1999-08-10,1.5001,8.2789
1999-08-11,1.4955,8.2788
1999-08-12,1.485,8.2788
1999-08-13,1.4774,8.2788
1999-08-16,1.4806,8.2792
1999-08-17,1.4828,8.2795
1999-08-18,1.4815,8.2795
1999-08-19,1.487,8.2798
1999-08-20,1.4959,8.2798
1999-08-23,1.496,8.2797
1999-08-24,1.4981,8.28
1999-08-25,1.4923,8.28
1999-08-26,1.4977,8.2796
1999-08-27,1.4888,8.2794
1999-08-30,1.4896,8.2795
1999-08-31,1.4918,8.2797
1999-09-01,1.4922,8.2797
1999-09-02,1.4866,8.2799
1999-09-03,1.4906,8.2797
1999-09-06,1.4908,8.2797
1999-09-07,1.4909,8.2797
1999-09-08,1.4892,8.2797
1999-09-09,1.4881,8.2789
1999-09-10,1.4745,8.2787
1999-09-13,1.4736,8.2787
1999-09-14,1.4693,8.2785
1999-09-15,1.4758,8.2783
1999-09-16,1.4792,8.2783
1999-09-17,1.4713,8.2784
1999-09-20,1.4743,8.2793
1999-09-21,1.4755,8.2794
1999-09-22,1.474,8.2791
1999-09-23,1.4729,8.2794
1999-09-24,1.4725,8.279
1999-09-27,1.4703,8.279
1999-09-28,1.4647,8.2787
1999-09-29,1.4636,8.2789
1999-09-30,1.4664,8.2787
1999-10-01,1.4763,8.2787
1999-10-04,1.4734,8.2785
1999-10-05,1.4659,8.2782
1999-10-06,1.4676,8.2794
1999-10-07,1.4703,8.278
1999-10-08,1.4711,8.2781
1999-10-11,1.4728,8.2784
1999-10-12,1.4735,8.2788
1999-10-13,1.4765,8.2792
1999-10-14,1.4816,8.278
1999-10-15,1.4881,8.278
1999-10-18,1.4873,8.2784
1999-10-19,1.4895,8.2787
1999-10-20,1.4875,8.2793
1999-10-21,1.4874,8.2783
1999-10-22,1.4774,8.2783
1999-10-25,1.4778,8.2785
1999-10-26,1.4706,8.2783
1999-10-27,1.4725,8.2781
1999-10-28,1.4705,8.278
1999-10-29,1.4707,8.2784
1999-11-01,1.4698,8.2781
1999-11-02,1.466,8.278
1999-11-03,1.4706,8.2778
1999-11-04,1.4657,8.2777
1999-11-05,1.4678,8.2777
1999-11-08,1.4696,8.2776
1999-11-09,1.4707,8.2779
1999-11-10,1.4724,8.2776
1999-11-11,1.4686,8.2775
1999-11-12,1.4631,8.2774
1999-11-15,1.4647,8.2778
1999-11-16,1.4644,8.2781
1999-11-17,1.464,8.2784
1999-11-18,1.4697,8.278
1999-11-19,1.4623,8.2775
1999-11-22,1.4623,8.278
1999-11-23,1.4657,8.2786
1999-11-24,1.4664,8.2787
1999-11-25,1.4657,8.2785
1999-11-26,1.468,8.2785
1999-11-29,1.4714,8.2787
1999-11-30,1.4731,8.2782
1999-12-01,1.4738,8.2783
1999-12-02,1.4786,8.2781
1999-12-03,1.4797,8.2777
1999-12-06,1.4798,8.2776
1999-12-07,1.4736,8.2775
1999-12-08,1.4786,8.2777
1999-12-09,1.4789,8.2774
1999-12-10,1.477,8.2773
1999-12-13,1.4778,8.2773
1999-12-14,1.4787,8.2777
1999-12-15,1.4842,8.2773
1999-12-16,1.4815,8.2773
1999-12-17,1.478,8.2773
1999-12-20,1.4793,8.2772
1999-12-21,1.4796,8.277
1999-12-22,1.4751,8.277
1999-12-23,1.4766,8.2773
1999-12-24,1.4672,8.2774
1999-12-27,1.4692,8.277
1999-12-28,1.4616,8.2773
1999-12-29,1.4517,8.2773
1999-12-30,1.4521,8.2774
1999-12-31,1.4461,8.2772
2000-01-03,1.4443,8.2772
2000-01-04,1.4461,8.2772
2000-01-05,1.4506,8.2772
2000-01-06,1.4534,8.2771
2000-01-07,1.4558,8.277
2000-01-10,1.4543,8.277
2000-01-11,1.4561,8.2773
2000-01-12,1.4564,8.2773
2000-01-13,1.4524,8.2773
2000-01-14,1.4499,8.2774
2000-01-17,1.4508,8.2771
2000-01-18,1.4481,8.2772
2000-01-19,1.4517,8.2773
2000-01-20,1.4511,8.2774
2000-01-21,1.4415,8.2773
2000-01-24,1.4407,8.2771
2000-01-25,1.4429,8.277
2000-01-26,1.437,8.2771
2000-01-27,1.4391,8.2774
2000-01-28,1.4464,8.2774
2000-01-31,1.4456,8.2776
2000-02-01,1.4497,8.2776
2000-02-02,1.4534,8.2776
2000-02-03,1.4421,8.2774
2000-02-04,1.4408,8.2774
2000-02-07,1.4394,8.2772
2000-02-08,1.448,8.2775
2000-02-09,1.4447,8.2773
2000-02-10,1.4497,8.278
2000-02-11,1.4503,8.2773
2000-02-14,1.452,8.2775
2000-02-15,1.4571,8.2775
2000-02-16,1.4563,8.2777
2000-02-17,1.4523,8.2776
2000-02-18,1.4509,8.2775
2000-02-21,1.4516,8.2775
2000-02-22,1.4555,8.2775
2000-02-23,1.4645,8.2775
2000-02-24,1.4614,8.2778
2000-02-25,1.4475,8.2778
2000-02-28,1.4508,8.2778
2000-02-29,1.4519,8.2778
2000-03-01,1.4492,8.2778
2000-03-02,1.4478,8.2778
2000-03-03,1.4504,8.278
2000-03-06,1.4525,8.278
2000-03-07,1.4529,8.2772
2000-03-08,1.4572,8.2777
2000-03-09,1.4575,8.2774
2000-03-10,1.4574,8.2775
2000-03-13,1.4586,8.2774
2000-03-14,1.4613,8.2773
2000-03-15,1.4653,8.2774
2000-03-16,1.4668,8.2772
2000-03-17,1.4692,8.2773
2000-03-20,1.4691,8.277
2000-03-21,1.4706,8.2773
2000-03-22,1.4683,8.2775
2000-03-23,1.4698,8.2776
2000-03-24,1.4633,8.2778
2000-03-27,1.4617,8.2779
2000-03-28,1.4574,8.2782
2000-03-29,1.4562,8.2773
2000-03-30,1.4575,8.278
2000-03-31,1.4488,8.2779
2000-04-03,1.449,8.2779
2000-04-04,1.4479,8.278
2000-04-05,1.4556,8.2781
2000-04-06,1.4516,8.2782
2000-04-07,1.4583,8.278
2000-04-10,1.4571,8.2781
2000-04-11,1.4614,8.2781
2000-04-12,1.4654,8.2781
2000-04-13,1.4621,8.2784
2000-04-14,1.4768,8.2785
2000-04-17,1.4825,8.2785
2000-04-18,1.4864,8.2784
2000-04-19,1.4785,8.2785
2000-04-20,1.4742,8.2782
2000-04-21,1.4726,8.2785
2000-04-24,1.474,8.2789
2000-04-25,1.4738,8.2789
2000-04-26,1.4687,8.2789
2000-04-27,1.4767,8.2788
2000-04-28,1.4798,8.2787
2000-05-01,1.4825,8.279
2000-05-02,1.4767,8.279
2000-05-03,1.4875,8.2795
2000-05-04,1.4942,8.2795
2000-05-05,1.4901,8.2795
2000-05-08,1.4907,8.2795
2000-05-09,1.4926,8.2794
2000-05-10,1.4919,8.2794
2000-05-11,1.4966,8.2794
2000-05-12,1.4856,8.2794
2000-05-15,1.4865,8.2794
2000-05-16,1.4871,8.2796
2000-05-17,1.4967,8.2796
2000-05-18,1.503,8.2795
2000-05-19,1.4967,8.2792
2000-05-22,1.4961,8.2796
2000-05-23,1.4973,8.2795
2000-05-24,1.5085,8.2793
2000-05-25,1.5112,8.2795
2000-05-26,1.5031,8.2795
2000-05-29,1.5024,8.2798
2000-05-30,1.5024,8.2799
2000-05-31,1.4977,8.2798
2000-06-01,1.4908,8.2797
2000-06-02,1.4772,8.2794
2000-06-05,1.4753,8.2794
2000-06-06,1.4755,8.2795
2000-06-07,1.476,8.2796
2000-06-08,1.48,8.2798
2000-06-09,1.4747,8.2797
2000-06-12,1.474,8.2793
2000-06-13,1.4743,8.2793
2000-06-14,1.4692,8.2797
2000-06-15,1.4715,8.2794
2000-06-16,1.466,8.2795
2000-06-19,1.4673,8.2789
2000-06-20,1.4707,8.2786
2000-06-21,1.472,8.2782
2000-06-22,1.4758,8.2783
2000-06-23,1.4828,8.2781
2000-06-26,1.4888,8.2777
2000-06-27,1.4836,8.2774
2000-06-28,1.4818,8.2773
2000-06-29,1.4798,8.2781
2000-06-30,1.481,8.2788
2000-07-03,1.4807,8.2788
2000-07-04,1.4817,8.2788
2000-07-05,1.4882,8.2788
2000-07-06,1.4894,8.2788
2000-07-07,1.4805,8.2788
2000-07-10,1.4808,8.2779
2000-07-11,1.477,8.2777
2000-07-12,1.4784,8.2777
2000-07-13,1.4823,8.2772
2000-07-14,1.4847,8.2772
2000-07-17,1.4838,8.2775
2000-07-18,1.4807,8.2773
2000-07-19,1.4747,8.278
2000-07-20,1.4763,8.278
2000-07-21,1.471,8.2786
2000-07-24,1.4706,8.2786
2000-07-25,1.4666,8.2786
2000-07-26,1.4683,8.2786
2000-07-27,1.4663,8.2787
2000-07-28,1.4783,8.2789
2000-07-31,1.4826,8.2785
2000-08-01,1.4864,8.2784
2000-08-02,1.4845,8.2786
2000-08-03,1.4808,8.2787
2000-08-04,1.4895,8.2785
2000-08-07,1.4943,8.2781
2000-08-08,1.4854,8.278
2000-08-09,1.4897,8.2778
2000-08-10,1.4837,8.278
2000-08-11,1.4836,8.278
2000-08-14,1.4826,8.2786
2000-08-15,1.4858,8.2783
2000-08-16,1.4773,8.2783
2000-08-17,1.4758,8.2787
2000-08-18,1.4757,8.2789
2000-08-21,1.4734,8.2792
2000-08-22,1.4782,8.2795
2000-08-23,1.4825,8.2789
2000-08-24,1.4862,8.2788
2000-08-25,1.4838,8.2787
2000-08-28,1.4843,8.2786
2000-08-29,1.4825,8.2791
2000-08-30,1.478,8.2795
2000-08-31,1.4748,8.2795
2000-09-01,1.4738,8.2795
2000-09-04,1.4723,8.2798
2000-09-05,1.4747,8.2791
2000-09-06,1.4786,8.2796
2000-09-07,1.4839,8.2794
2000-09-08,1.477,8.2794
2000-09-11,1.4786,8.2794
2000-09-12,1.4814,8.279
2000-09-13,1.4797,8.2793
2000-09-14,1.4922,8.2791
2000-09-15,1.4828,8.2785
2000-09-18,1.4853,8.2786
2000-09-19,1.4883,8.2791
2000-09-20,1.4831,8.2795
2000-09-21,1.4843,8.2798
2000-09-22,1.4882,8.2799
2000-09-25,1.4887,8.2799
2000-09-26,1.4875,8.2799
2000-09-27,1.4884,8.2799
2000-09-28,1.4985,8.2799
2000-09-29,1.5032,8.2799
2000-10-02,1.5041,8.2798
2000-10-03,1.5063,8.279
2000-10-04,1.4977,8.2785
2000-10-05,1.4984,8.2782
2000-10-06,1.5035,8.2778
2000-10-09,1.5045,8.2777
2000-10-10,1.5012,8.2777
2000-10-11,1.4998,8.2768
2000-10-12,1.5063,8.2773
2000-10-13,1.5063,8.2768
2000-10-16,1.5107,8.277
2000-10-17,1.5181,8.2768
2000-10-18,1.5176,8.2769
2000-10-19,1.5107,8.2773
2000-10-20,1.5114,8.2771
2000-10-23,1.5136,8.2768
2000-10-24,1.5119,8.2777
2000-10-25,1.5191,8.2773
2000-10-26,1.5144,8.2771
2000-10-27,1.5291,8.2771
2000-10-30,1.5275,8.277
2000-10-31,1.5321,8.2773
2000-11-01,1.5265,8.2773
2000-11-02,1.5326,8.2775
2000-11-03,1.5327,8.2772
2000-11-06,1.5316,8.2771
2000-11-07,1.5301,8.277
2000-11-08,1.5342,8.2768
2000-11-09,1.5427,8.2768
2000-11-10,1.5424,8.2768
2000-11-13,1.5442,8.2768
2000-11-14,1.544,8.277
2000-11-15,1.5466,8.2772
2000-11-16,1.5514,8.2771
2000-11-17,1.5567,8.2769
2000-11-20,1.5589,8.2773
2000-11-21,1.5566,8.2774
2000-11-22,1.5488,8.2775
2000-11-23,1.544,8.278
2000-11-24,1.5387,8.2782
2000-11-27,1.5385,8.2786
2000-11-28,1.5319,8.2789
2000-11-29,1.5375,8.2787
2000-11-30,1.5407,8.2791
2000-12-01,1.5466,8.2793
2000-12-04,1.5472,8.2795
2000-12-05,1.5408,8.2794
2000-12-06,1.5399,8.2795
2000-12-07,1.5284,8.2791
2000-12-08,1.5159,8.2796
2000-12-11,1.5196,8.2791
2000-12-12,1.5236,8.2796
2000-12-13,1.5272,8.2796
2000-12-14,1.5201,8.2796
2000-12-15,1.5205,8.2795
2000-12-18,1.5219,8.2798
2000-12-19,1.5267,8.2797
2000-12-20,1.5233,8.2796
2000-12-21,1.521,8.2793
2000-12-22,1.5171,8.2794
2000-12-25,1.5173,8.2792
2000-12-26,1.5169,8.2788
2000-12-27,1.5109,8.2791
2000-12-28,1.5129,8.2796
2000-12-29,1.4991,8.2798
2001-01-01,1.4983,8.2799
2001-01-02,1.4967,8.2799
2001-01-03,1.492,8.2798
2001-01-04,1.4958,8.2799
2001-01-05,1.4988,8.2796
2001-01-08,1.4986,8.2795
2001-01-09,1.4954,8.2788
2001-01-10,1.4965,8.2797
2001-01-11,1.5007,8.2799
2001-01-12,1.4991,8.2797
2001-01-15,1.5043,8.2799
2001-01-16,1.5035,8.2799
2001-01-17,1.5058,8.2796
2001-01-18,1.5095,8.2799
2001-01-19,1.5113,8.2799
2001-01-22,1.5109,8.2799
2001-01-23,1.5044,8.2799
2001-01-24,1.5098,8.2788
2001-01-25,1.5128,8.2786
2001-01-26,1.5043,8.2787
2001-01-29,1.5035,8.2786
2001-01-30,1.5022,8.279
2001-01-31,1.5024,8.2794
2001-02-01,1.4973,8.279
2001-02-02,1.4967,8.2794
2001-02-05,1.4974,8.2786
2001-02-06,1.5084,8.2787
2001-02-07,1.5121,8.2777
2001-02-08,1.5116,8.2773
2001-02-09,1.5112,8.2771
2001-02-12,1.5124,8.2772
2001-02-13,1.5205,8.2779
2001-02-14,1.5213,8.2775
2001-02-15,1.5269,8.2778
2001-02-16,1.5398,8.2787
2001-02-19,1.5406,8.2793
2001-02-20,1.5365,8.2791
2001-02-21,1.5413,8.2795
2001-02-22,1.5359,8.2799
2001-02-23,1.5371,8.2798
2001-02-26,1.5358,8.279
2001-02-27,1.5281,8.279
2001-02-28,1.5268,8.279
2001-03-01,1.5377,8.279
2001-03-02,1.5448,8.279
2001-03-05,1.5419,8.279
2001-03-06,1.5432,8.2789
2001-03-07,1.5409,8.2786
2001-03-08,1.5503,8.2786
2001-03-09,1.5465,8.2784
2001-03-12,1.5498,8.2781
2001-03-13,1.5526,8.2784
2001-03-14,1.5457,8.2781
2001-03-15,1.5568,8.278
2001-03-16,1.566,8.2778
2001-03-19,1.5648,8.2784
2001-03-20,1.5636,8.2784
2001-03-21,1.5686,8.2782
2001-03-22,1.5753,8.2785
2001-03-23,1.5646,8.2788
2001-03-26,1.5635,8.278
2001-03-27,1.5594,8.2775
2001-03-28,1.5702,8.2773
2001-03-29,1.5683,8.277
2001-03-30,1.5757,8.2768
2001-04-02,1.5775,8.2771
2001-04-03,1.5802,8.2769
2001-04-04,1.5749,8.2772
2001-04-05,1.5786,8.2768
2001-04-06,1.5647,8.2772
2001-04-09,1.5626,8.2768
2001-04-10,1.5634,8.2773
2001-04-11,1.5563,8.2768
2001-04-12,1.5588,8.2773
2001-04-13,1.5611,8.2769
2001-04-16,1.563,8.2779
2001-04-17,1.5603,8.2786
2001-04-18,1.5686,8.2782
2001-04-19,1.5576,8.278
2001-04-20,1.545,8.2779
2001-04-23,1.5487,8.278
2001-04-24,1.5465,8.2777
2001-04-25,1.543,8.2774
2001-04-26,1.5487,8.2777
2001-04-27,1.5423,8.2775
2001-04-30,1.5435,8.2771
2001-05-01,1.5345,8.277
2001-05-02,1.5296,8.277
2001-05-03,1.5346,8.277
2001-05-04,1.5352,8.2769
2001-05-07,1.534,8.2773
2001-05-08,1.542,8.2771
2001-05-09,1.5424,8.277
2001-05-10,1.5387,8.2768
2001-05-11,1.5505,8.2768
2001-05-14,1.5536,8.2774
2001-05-15,1.5547,8.2772
2001-05-16,1.5466,8.2769
2001-05-17,1.5361,8.2768
2001-05-18,1.5333,8.2777
2001-05-21,1.5329,8.277
2001-05-22,1.5413,8.2769
2001-05-23,1.5437,8.277
2001-05-24,1.5512,8.2781
2001-05-25,1.5455,8.2774
2001-05-28,1.5423,8.2781
2001-05-29,1.5417,8.2779
2001-05-30,1.5404,8.2773
2001-05-31,1.5471,8.2781
2001-06-01,1.5361,8.2775
2001-06-04,1.5309,8.2778
2001-06-05,1.5376,8.2771
2001-06-06,1.5305,8.2769
2001-06-07,1.5221,8.2767
2001-06-08,1.5173,8.2768
2001-06-11,1.5182,8.2767
2001-06-12,1.5234,8.2766
2001-06-13,1.5238,8.2764
2001-06-14,1.5216,8.2764
2001-06-15,1.5238,8.2764
2001-06-18,1.5277,8.2782
2001-06-19,1.5348,8.2786
2001-06-20,1.5371,8.2786
2001-06-21,1.5285,8.2786
2001-06-22,1.522,8.2786
2001-06-25,1.5203,8.2786
2001-06-26,1.5179,8.2786
2001-06-27,1.5125,8.2781
2001-06-28,1.5209,8.2772
2001-06-29,1.5143,8.2774
2001-07-02,1.5152,8.277
2001-07-03,1.5143,8.2766
2001-07-04,1.5112,8.2765
2001-07-05,1.5115,8.2763
2001-07-06,1.5226,8.2764
2001-07-09,1.5191,8.2774
2001-07-10,1.5223,8.2765
2001-07-11,1.5205,8.2764
2001-07-12,1.5248,8.2772
2001-07-13,1.5366,8.277
2001-07-16,1.5398,8.2766
2001-07-17,1.5373,8.2767
2001-07-18,1.5364,8.2772
2001-07-19,1.5404,8.2769
2001-07-20,1.5433,8.2774
2001-07-23,1.5424,8.2776
2001-07-24,1.54,8.2781
2001-07-25,1.5369,8.2783
2001-07-26,1.5369,8.2778
2001-07-27,1.5313,8.2782
2001-07-30,1.5325,8.2777
2001-07-31,1.5288,8.2778
2001-08-01,1.535,8.2773
2001-08-02,1.5391,8.277
2001-08-03,1.529,8.2774
2001-08-06,1.5297,8.2784
2001-08-07,1.5268,8.2783
2001-08-08,1.5352,8.2778
2001-08-09,1.5339,8.2776
2001-08-10,1.539,8.2771
2001-08-13,1.5379,8.2772
2001-08-14,1.5405,8.2772
2001-08-15,1.5345,8.2771
2001-08-16,1.5259,8.2768
2001-08-17,1.5431,8.2773
2001-08-20,1.5468,8.2771
2001-08-21,1.5449,8.2773
2001-08-22,1.5484,8.2777
2001-08-23,1.5414,8.2779
2001-08-24,1.539,8.2777
2001-08-27,1.5409,8.2776
2001-08-28,1.5434,8.2772
2001-08-29,1.5407,8.2771
2001-08-30,1.5463,8.2768
2001-08-31,1.5512,8.2767
2001-09-03,1.5506,8.277
2001-09-04,1.548,8.2769
2001-09-05,1.5618,8.2769
2001-09-06,1.5565,8.2772
2001-09-07,1.5656,8.2772
2001-09-10,1.5676,8.2769
2001-09-11,1.5621,8.2775
2001-09-12,1.5644,8.2775
2001-09-13,1.5642,8.2773
2001-09-14,1.5641,8.2775
2001-09-17,1.5703,8.277
2001-09-18,1.5711,8.2769
2001-09-19,1.5734,8.2767
2001-09-20,1.569,8.2769
2001-09-21,1.5713,8.2773
2001-09-24,1.5703,8.2774
2001-09-25,1.5689,8.2774
2001-09-26,1.5711,8.2774
2001-09-27,1.5731,8.2774
2001-09-28,1.5792,8.2774
2001-10-01,1.5783,8.2774
2001-10-02,1.5704,8.2785
2001-10-03,1.5675,8.2775
2001-10-04,1.5682,8.2771
2001-10-05,1.562,8.2771
2001-10-08,1.5632,8.2771
2001-10-09,1.5589,8.2769
2001-10-10,1.5647,8.2769
2001-10-11,1.5684,8.2767
2001-10-12,1.563,8.2768
2001-10-15,1.5603,8.2778
2001-10-16,1.5596,8.2774
2001-10-17,1.5648,8.2771
2001-10-18,1.5724,8.277
2001-10-19,1.5741,8.2771
2001-10-22,1.576,8.2768
2001-10-23,1.5779,8.2768
2001-10-24,1.5735,8.2777
2001-10-25,1.5749,8.277
2001-10-26,1.5768,8.2777
2001-10-29,1.5772,8.277
2001-10-30,1.5753,8.2769
2001-10-31,1.5839,8.2772
2001-11-01,1.5918,8.2767
2001-11-02,1.5907,8.2767
2001-11-05,1.5921,8.2767
2001-11-06,1.5934,8.2771
2001-11-07,1.5923,8.2779
2001-11-08,1.5968,8.2773
2001-11-09,1.6029,8.277
2001-11-12,1.6036,8.277
2001-11-13,1.5966,8.2779
2001-11-14,1.5888,8.277
2001-11-15,1.5909,8.2769
2001-11-16,1.5901,8.2767
2001-11-19,1.5843,8.2768
2001-11-20,1.5937,8.2768
2001-11-21,1.598,8.2768
2001-11-22,1.6017,8.277
2001-11-23,1.5991,8.2767
2001-11-26,1.5987,8.277
2001-11-27,1.5946,8.2767
2001-11-28,1.5923,8.2769
2001-11-29,1.581,8.2767
2001-11-30,1.573,8.2768
2001-12-03,1.5743,8.2767
2001-12-04,1.5758,8.277
2001-12-05,1.5745,8.2769
2001-12-06,1.5721,8.2768
2001-12-07,1.5751,8.2767
2001-12-10,1.5756,8.2767
2001-12-11,1.578,8.2769
2001-12-12,1.5667,8.277
2001-12-13,1.5663,8.2768
2001-12-14,1.56,8.2768
2001-12-17,1.5609,8.2772
2001-12-18,1.5669,8.2773
2001-12-19,1.5758,8.277
2001-12-20,1.5771,8.2771
2001-12-21,1.5858,8.277
2001-12-24,1.5937,8.2767
2001-12-25,1.595,8.277
2001-12-26,1.5945,8.2769
2001-12-27,1.5973,8.2768
2001-12-28,1.5906,8.277
2001-12-31,1.5907,8.277
2002-01-01,1.5933,8.2773
2002-01-02,1.5945,8.2772
2002-01-03,1.5966,8.2773
2002-01-04,1.5956,8.2768
2002-01-07,1.5945,8.2771
2002-01-08,1.602,8.2771
2002-01-09,1.596,8.2771
2002-01-10,1.601,8.277
2002-01-11,1.596,8.277
2002-01-14,1.597,8.2768
2002-01-15,1.5924,8.2769
2002-01-16,1.5916,8.2769
2002-01-17,1.6131,8.2768
2002-01-18,1.6135,8.2773
2002-01-21,1.6144,8.277
2002-01-22,1.6079,8.2768
2002-01-23,1.6087,8.2769
2002-01-24,1.6002,8.2767
2002-01-25,1.6095,8.2769
2002-01-28,1.5981,8.277
2002-01-29,1.5926,8.2768
2002-01-30,1.5914,8.277
2002-01-31,1.5902,8.2768
2002-02-01,1.5913,8.2767
2002-02-04,1.5911,8.2768
2002-02-05,1.5968,8.2769
2002-02-06,1.6032,8.2769
2002-02-07,1.6065,8.2768
2002-02-08,1.599,8.2766
2002-02-11,1.5935,8.2767
2002-02-12,1.5885,8.2768
2002-02-13,1.5922,8.2766
2002-02-14,1.5891,8.2766
2002-02-15,1.5902,8.2767
2002-02-18,1.5908,8.277
2002-02-19,1.5901,8.2772
2002-02-20,1.5902,8.2769
2002-02-21,1.5898,8.2768
2002-02-22,1.5965,8.2768
2002-02-25,1.5975,8.2768
2002-02-26,1.6056,8.2768
2002-02-27,1.6076,8.2768
2002-02-28,1.6045,8.2768
2002-03-01,1.5921,8.2768
2002-03-04,1.5914,8.2767
2002-03-05,1.5914,8.2769
2002-03-06,1.587,8.2768
2002-03-07,1.5815,8.2766
2002-03-08,1.5866,8.2765
2002-03-11,1.5873,8.2766
2002-03-12,1.5838,8.2767
2002-03-13,1.5866,8.2769
2002-03-14,1.5969,8.277
2002-03-15,1.5826,8.2768
2002-03-18,1.5854,8.277
2002-03-19,1.5852,8.2768
2002-03-20,1.5817,8.2767
2002-03-21,1.5791,8.2769
2002-03-22,1.5772,8.277
2002-03-25,1.5804,8.2775
2002-03-26,1.5921,8.2768
2002-03-27,1.5886,8.2768
2002-03-28,1.5929,8.2769
2002-03-29,1.5949,8.2768
2002-04-01,1.5986,8.2768
2002-04-02,1.6008,8.2767
2002-04-03,1.5922,8.2766
2002-04-04,1.5915,8.2766
2002-04-05,1.5879,8.2766
2002-04-08,1.5887,8.2765
2002-04-09,1.5944,8.2765
2002-04-10,1.5931,8.2767
2002-04-11,1.5898,8.277
2002-04-12,1.5855,8.2771
2002-04-15,1.5866,8.2771
2002-04-16,1.5881,8.277
2002-04-17,1.5797,8.2769
2002-04-18,1.5732,8.2769
2002-04-19,1.5721,8.2769
2002-04-22,1.5748,8.2769
2002-04-23,1.5736,8.277
2002-04-24,1.5724,8.277
